round,date,home_club_name,away_club_name,player_position,goals,assists,own_goals,yellow_cards,red_cards,substituted_on,substituted_off,minutes_played,player_transfermarkt_rating,club_confederation,club_domestic_competition,competition,player_club_name,player_name,game_id,player_id,appearance_id,home_club_id,away_club_id,home_club_goals,away_club_goals,season
33,2019-04-06,afc-bournemouth,fc-burnley,CB,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-burnley,james-tarkowski,382,2492,14504,30,19,1,3.0,2018
33,2019-04-06,afc-bournemouth,fc-burnley,LW,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-burnley,dwight-mcneil,382,2495,14584,30,19,1,3.0,2018
33,2019-04-06,afc-bournemouth,fc-burnley,CM,1,1,1,2,1,0,0,90,,europa,GB1,GB1,fc-burnley,ashley-westwood,382,2496,14626,30,19,1,3.0,2018
33,2019-04-06,afc-bournemouth,fc-burnley,RW,0,0,0,2,1,82,0,8,,europa,GB1,GB1,fc-burnley,johann-berg-gudmundsson,382,2497,14664,30,19,1,3.0,2018
33,2019-04-06,afc-bournemouth,fc-burnley,GK,0,0,0,2,1,0,0,90,,europa,GB1,GB1,aston-villa,tom-heaton,382,2501,14685,30,19,1,3.0,2018
33,2019-04-06,afc-bournemouth,fc-burnley,CF,0,0,0,2,1,59,0,31,,europa,GB1,GB1,afc-bournemouth,dominic-solanke,382,2625,14739,30,19,1,3.0,2018
33,2019-04-06,afc-bournemouth,fc-burnley,LB,0,0,0,2,1,46,0,45,,europa,GB1,GB1,afc-bournemouth,diego-rico,382,2768,14899,30,19,1,3.0,2018
12,2018-11-10,leicester-city,fc-burnley,CM,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-burnley,jack-cork,361,750,8587,34,19,0,0.0,2018
12,2018-11-10,leicester-city,fc-burnley,LM,0,0,0,2,1,65,0,25,,europa,GB1,GB1,fc-burnley,robbie-brady,361,752,8617,34,19,0,0.0,2018
12,2018-11-10,leicester-city,fc-burnley,RB,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-burnley,matthew-lowton,361,753,8642,34,19,0,0.0,2018
12,2018-11-10,leicester-city,fc-burnley,CM,0,0,0,2,1,55,0,35,,europa,GB1,GB1,fc-burnley,jeff-hendrick,361,754,8670,34,19,0,0.0,2018
12,2018-11-10,leicester-city,fc-burnley,LB,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-burnley,charlie-taylor,361,755,8714,34,19,0,0.0,2018
12,2018-11-10,leicester-city,fc-burnley,SS,0,0,0,2,1,73,0,17,,europa,GB1,GB1,fc-burnley,ashley-barnes,361,756,8758,34,19,0,0.0,2018
12,2018-11-10,leicester-city,fc-burnley,GK,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-burnley,joe-hart,361,757,8797,34,19,0,0.0,2018
12,2018-11-10,leicester-city,fc-burnley,DM,0,0,0,2,1,0,55,55,,europa,GB1,GB1,fc-burnley,steven-defour,361,758,8808,34,19,0,0.0,2018
12,2018-11-10,leicester-city,fc-burnley,RW,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-burnley,aaron-lennon,361,759,8830,34,19,0,0.0,2018
12,2018-11-10,leicester-city,fc-burnley,CB,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-burnley,kevin-long,361,760,8840,34,19,0,0.0,2018
12,2018-11-10,leicester-city,fc-burnley,CF,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-burnley,chris-wood,361,761,8866,34,19,0,0.0,2018
12,2018-11-10,leicester-city,fc-burnley,CB,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-burnley,ben-mee,361,762,8911,34,19,0,0.0,2018
12,2018-11-10,leicester-city,fc-burnley,RB,0,0,0,2,1,0,0,90,,europa,GB1,GB1,leicester-city,ricardo-pereira,361,951,9832,34,19,0,0.0,2018
12,2018-11-10,leicester-city,fc-burnley,DM,0,0,0,2,1,0,0,90,,europa,GB1,GB1,leicester-city,nampalys-mendy,361,952,9869,34,19,0,0.0,2018
12,2018-11-10,leicester-city,fc-burnley,LB,0,0,0,2,1,0,0,90,,europa,GB1,GB1,leicester-city,ben-chilwell,361,953,9902,34,19,0,0.0,2018
12,2018-11-10,leicester-city,fc-burnley,SS,0,0,0,2,1,60,0,30,,europa,GB1,GB1,leicester-city,kelechi-iheanacho,361,955,9937,34,19,0,0.0,2018
12,2018-11-10,leicester-city,fc-burnley,RM,0,0,0,2,1,0,60,60,,europa,GB1,GB1,leicester-city,marc-albrighton,361,956,9973,34,19,0,0.0,2018
12,2018-11-10,leicester-city,fc-burnley,LW,0,0,0,2,1,0,84,84,,europa,GB1,GB1,leicester-city,demarai-gray,361,957,10004,34,19,0,0.0,2018
12,2018-11-10,leicester-city,fc-burnley,GK,0,0,0,2,1,0,0,90,,europa,GB1,GB1,leicester-city,kasper-schmeichel,361,959,10082,34,19,0,0.0,2018
12,2018-11-10,leicester-city,fc-burnley,DM,0,0,0,2,1,0,0,90,,europa,GB1,GB1,leicester-city,wilfred-ndidi,361,961,10152,34,19,0,0.0,2018
12,2018-11-10,leicester-city,fc-burnley,CB,0,0,0,2,1,0,0,90,,europa,GB1,GB1,leicester-city,wes-morgan,361,962,10190,34,19,0,0.0,2018
12,2018-11-10,leicester-city,fc-burnley,CF,0,0,0,2,1,0,0,90,,europa,GB1,GB1,leicester-city,jamie-vardy,361,964,10216,34,19,0,0.0,2018
12,2018-11-10,leicester-city,fc-burnley,0,0,0,0,2,1,84,0,6,,europa,GB1,GB1,leicester-city,shinji-okazaki,361,2131,14024,34,19,0,0.0,2018
12,2018-11-10,leicester-city,fc-burnley,SS,0,0,0,2,1,0,0,90,,europa,GB1,GB1,leicester-city,rachid-ghezzal,361,2136,14051,34,19,0,0.0,2018
12,2018-11-10,leicester-city,fc-burnley,LW,0,0,0,2,1,0,65,65,,europa,GB1,GB1,fc-burnley,johann-berg-gudmundsson,361,2497,14651,34,19,0,0.0,2018
12,2018-11-10,leicester-city,fc-burnley,CB,0,0,0,2,1,90,0,1,,europa,GB1,GB1,leicester-city,caglar-soyuncu,361,2969,14957,34,19,0,0.0,2018
12,2018-11-10,leicester-city,fc-burnley,CB,0,0,0,2,1,0,90,90,,europa,GB1,GB1,leicester-city,jonny-evans,361,3366,15127,34,19,0,0.0,2018
37,2019-05-03,fc-everton,fc-burnley,CM,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-burnley,jack-cork,386,750,8609,37,19,2,0.0,2018
37,2019-05-03,fc-everton,fc-burnley,LM,0,0,0,2,1,0,80,80,,europa,GB1,GB1,fc-burnley,robbie-brady,386,752,8627,37,19,2,0.0,2018
37,2019-05-03,fc-everton,fc-burnley,RB,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-burnley,matthew-lowton,386,753,8651,37,19,2,0.0,2018
37,2019-05-03,fc-everton,fc-burnley,RM,0,0,0,2,1,80,0,10,,europa,GB1,GB1,fc-burnley,jeff-hendrick,386,754,8690,37,19,2,0.0,2018
37,2019-05-03,fc-everton,fc-burnley,LB,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-burnley,charlie-taylor,386,755,8736,37,19,2,0.0,2018
37,2019-05-03,fc-everton,fc-burnley,CF,0,0,0,2,1,0,72,72,,europa,GB1,GB1,fc-burnley,ashley-barnes,386,756,8780,37,19,2,0.0,2018
37,2019-05-03,fc-everton,fc-burnley,CF,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-burnley,chris-wood,386,761,8888,37,19,2,0.0,2018
37,2019-05-03,fc-everton,fc-burnley,CB,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-burnley,ben-mee,386,762,8933,37,19,2,0.0,2018
37,2019-05-03,fc-everton,fc-burnley,LW,0,0,0,2,1,0,73,73,,europa,GB1,GB1,fc-everton,bernard,386,797,9029,37,19,2,0.0,2018
37,2019-05-03,fc-everton,fc-burnley,LW,0,0,0,2,1,73,0,17,,europa,GB1,GB1,fc-everton,ademola-lookman,386,798,9064,37,19,2,0.0,2018
37,2019-05-03,fc-everton,fc-burnley,CF,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-everton,dominic-calvert-lewin,386,799,9090,37,19,2,0.0,2018
37,2019-05-03,fc-everton,fc-burnley,GK,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-everton,jordan-pickford,386,800,9128,37,19,2,0.0,2018
37,2019-05-03,fc-everton,fc-burnley,RW,0,0,0,2,1,0,49,49,,europa,GB1,GB1,fc-everton,richarlison,386,801,9167,37,19,2,0.0,2018
37,2019-05-03,fc-everton,fc-burnley,RB,1,1,1,2,1,0,0,90,,europa,GB1,GB1,fc-everton,seamus-coleman,386,803,9219,37,19,2,0.0,2018
37,2019-05-03,fc-everton,fc-burnley,AM,0,0,0,2,1,0,90,90,,europa,GB1,GB1,fc-everton,gylfi-sigurdsson,386,804,9251,37,19,2,0.0,2018
37,2019-05-03,fc-everton,fc-burnley,LB,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-everton,lucas-digne,386,805,9291,37,19,2,0.0,2018
37,2019-05-03,fc-everton,fc-burnley,RW,0,0,0,2,1,49,0,41,,europa,GB1,GB1,fc-everton,theo-walcott,386,806,9329,37,19,2,0.0,2018
37,2019-05-03,fc-everton,fc-burnley,CB,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-chelsea,kurt-zouma,386,818,9426,37,19,2,0.0,2018
37,2019-05-03,fc-everton,fc-burnley,CB,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-everton,michael-keane,386,884,9573,37,19,2,0.0,2018
37,2019-05-03,fc-everton,fc-burnley,DM,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-everton,morgan-schneiderlin,386,2106,13951,37,19,2,0.0,2018
37,2019-05-03,fc-everton,fc-burnley,CB,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-burnley,james-tarkowski,386,2492,14508,37,19,2,0.0,2018
37,2019-05-03,fc-everton,fc-burnley,LW,0,0,0,2,1,69,0,21,,europa,GB1,GB1,fc-burnley,dwight-mcneil,386,2495,14588,37,19,2,0.0,2018
37,2019-05-03,fc-everton,fc-burnley,CM,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-burnley,ashley-westwood,386,2496,14630,37,19,2,0.0,2018
37,2019-05-03,fc-everton,fc-burnley,RM,0,0,0,2,1,0,69,69,,europa,GB1,GB1,fc-burnley,johann-berg-gudmundsson,386,2497,14666,37,19,2,0.0,2018
37,2019-05-03,fc-everton,fc-burnley,GK,0,0,0,2,1,0,0,90,,europa,GB1,GB1,aston-villa,tom-heaton,386,2501,14689,37,19,2,0.0,2018
37,2019-05-03,fc-everton,fc-burnley,CF,0,0,0,2,1,72,0,18,,europa,GB1,GB1,fc-burnley,matej-vydra,386,3482,15198,37,19,2,0.0,2018
37,2019-05-03,fc-everton,fc-burnley,CB,0,0,0,2,1,90,0,1,,europa,GB1,GB1,sheffield-united,phil-jagielka,386,4475,15361,37,19,2,0.0,2018
35,2019-04-22,fc-chelsea,fc-burnley,CM,0,0,0,2,1,46,0,45,,europa,GB1,GB1,fc-chelsea,mateo-kovacic,384,635,7298,40,19,2,2.0,2018
35,2019-04-22,fc-chelsea,fc-burnley,CM,1,1,1,2,1,0,46,45,,europa,GB1,GB1,fc-chelsea,ngolo-kante,384,636,7352,40,19,2,2.0,2018
35,2019-04-22,fc-chelsea,fc-burnley,RW,0,0,0,2,1,41,0,49,,europa,GB1,GB1,fc-chelsea,pedro,384,637,7403,40,19,2,2.0,2018
35,2019-04-22,fc-chelsea,fc-burnley,GK,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-chelsea,kepa,384,641,7600,40,19,2,2.0,2018
35,2019-04-22,fc-chelsea,fc-burnley,CB,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-chelsea,david-luiz,384,642,7654,40,19,2,2.0,2018
35,2019-04-22,fc-chelsea,fc-burnley,RB,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-chelsea,cesar-azpilicueta,384,644,7748,40,19,2,2.0,2018
35,2019-04-22,fc-chelsea,fc-burnley,DM,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-chelsea,jorginho,384,645,7805,40,19,2,2.0,2018
35,2019-04-22,fc-chelsea,fc-burnley,CF,0,0,0,2,1,77,0,13,,europa,GB1,GB1,fc-chelsea,olivier-giroud,384,646,7858,40,19,2,2.0,2018
35,2019-04-22,fc-chelsea,fc-burnley,DM,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-burnley,jack-cork,384,750,8607,40,19,2,2.0,2018
35,2019-04-22,fc-chelsea,fc-burnley,RB,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-burnley,matthew-lowton,384,753,8649,40,19,2,2.0,2018
35,2019-04-22,fc-chelsea,fc-burnley,RM,1,1,1,2,1,0,0,90,,europa,GB1,GB1,fc-burnley,jeff-hendrick,384,754,8688,40,19,2,2.0,2018
35,2019-04-22,fc-chelsea,fc-burnley,LB,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-burnley,charlie-taylor,384,755,8734,40,19,2,2.0,2018
35,2019-04-22,fc-chelsea,fc-burnley,CF,1,1,1,2,1,0,0,90,,europa,GB1,GB1,fc-burnley,ashley-barnes,384,756,8778,40,19,2,2.0,2018
35,2019-04-22,fc-chelsea,fc-burnley,CF,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-burnley,chris-wood,384,761,8886,40,19,2,2.0,2018
35,2019-04-22,fc-chelsea,fc-burnley,CB,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-burnley,ben-mee,384,762,8931,40,19,2,2.0,2018
35,2019-04-22,fc-chelsea,fc-burnley,CM,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-chelsea,ruben-loftus-cheek,384,2412,14413,40,19,2,2.0,2018
35,2019-04-22,fc-chelsea,fc-burnley,CB,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-burnley,james-tarkowski,384,2492,14506,40,19,2,2.0,2018
35,2019-04-22,fc-chelsea,fc-burnley,LM,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-burnley,dwight-mcneil,384,2495,14586,40,19,2,2.0,2018
35,2019-04-22,fc-chelsea,fc-burnley,DM,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-burnley,ashley-westwood,384,2496,14628,40,19,2,2.0,2018
35,2019-04-22,fc-chelsea,fc-burnley,GK,0,0,0,2,1,0,0,90,,europa,GB1,GB1,aston-villa,tom-heaton,384,2501,14687,40,19,2,2.0,2018
35,2019-04-22,fc-chelsea,fc-burnley,CF,1,1,1,2,1,0,77,77,,europa,GB1,GB1,west-ham-united,gonzalo-higuain,384,3313,15006,40,19,2,2.0,2018
35,2019-04-22,fc-chelsea,fc-burnley,RW,0,0,0,2,1,0,41,41,,europa,GB1,GB1,fc-chelsea,callum-hudson-odoi,384,3323,15046,40,19,2,2.0,2018
35,2019-04-22,fc-chelsea,fc-burnley,LB,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-chelsea,emerson,384,3325,15075,40,19,2,2.0,2018
35,2019-04-22,fc-chelsea,fc-burnley,CB,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-chelsea,andreas-christensen,384,4423,15332,40,19,2,2.0,2018
1,2018-08-12,fc-southampton,fc-burnley,LM,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-southampton,ryan-bertrand,351,288,4386,41,19,0,0.0,2018
1,2018-08-12,fc-southampton,fc-burnley,DM,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-southampton,oriol-romeu,351,291,4462,41,19,0,0.0,2018
1,2018-08-12,fc-southampton,fc-burnley,CB,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-southampton,jack-stephens,351,296,4602,41,19,0,0.0,2018
1,2018-08-12,fc-southampton,fc-burnley,AM,0,0,0,2,1,0,56,56,,europa,GB1,GB1,fc-southampton,stuart-armstrong,351,297,4631,41,19,0,0.0,2018
1,2018-08-12,fc-southampton,fc-burnley,AM,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-southampton,nathan-redmond,351,299,4702,41,19,0,0.0,2018
1,2018-08-12,fc-southampton,fc-burnley,DM,0,0,0,2,1,0,0,90,,europa,GB1,GB1,wolverhampton-wanderers,mario-lemina,351,300,4731,41,19,0,0.0,2018
1,2018-08-12,fc-southampton,fc-burnley,CF,0,0,0,2,1,56,0,34,,europa,GB1,GB1,fc-southampton,danny-ings,351,677,8063,41,19,0,0.0,2018
1,2018-08-12,fc-southampton,fc-burnley,CB,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-southampton,wesley-hoedt,351,679,8079,41,19,0,0.0,2018
1,2018-08-12,fc-southampton,fc-burnley,CF,0,0,0,2,1,0,72,72,,europa,GB1,GB1,fc-southampton,charlie-austin,351,680,8111,41,19,0,0.0,2018
1,2018-08-12,fc-southampton,fc-burnley,RM,0,0,0,2,1,0,56,56,,europa,GB1,GB1,fc-southampton,cedric-soares,351,682,8134,41,19,0,0.0,2018
1,2018-08-12,fc-southampton,fc-burnley,GK,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-southampton,alex-mccarthy,351,683,8167,41,19,0,0.0,2018
1,2018-08-12,fc-southampton,fc-burnley,LW,0,0,0,2,1,56,0,34,,europa,GB1,GB1,fc-southampton,mohamed-elyounoussi,351,684,8188,41,19,0,0.0,2018
1,2018-08-12,fc-southampton,fc-burnley,DM,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-burnley,jack-cork,351,750,8577,41,19,0,0.0,2018
1,2018-08-12,fc-southampton,fc-burnley,RB,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-burnley,matthew-lowton,351,753,8634,41,19,0,0.0,2018
1,2018-08-12,fc-southampton,fc-burnley,AM,0,0,0,2,1,0,76,76,,europa,GB1,GB1,fc-burnley,jeff-hendrick,351,754,8662,41,19,0,0.0,2018
1,2018-08-12,fc-southampton,fc-burnley,0,0,0,0,2,1,87,0,3,,europa,GB1,GB1,fc-burnley,charlie-taylor,351,755,8704,41,19,0,0.0,2018
1,2018-08-12,fc-southampton,fc-burnley,SS,0,0,0,2,1,76,0,14,,europa,GB1,GB1,fc-burnley,ashley-barnes,351,756,8749,41,19,0,0.0,2018
1,2018-08-12,fc-southampton,fc-burnley,GK,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-burnley,joe-hart,351,757,8787,41,19,0,0.0,2018
1,2018-08-12,fc-southampton,fc-burnley,RW,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-burnley,aaron-lennon,351,759,8821,41,19,0,0.0,2018
1,2018-08-12,fc-southampton,fc-burnley,CF,0,0,0,2,1,0,73,73,,europa,GB1,GB1,fc-burnley,chris-wood,351,761,8856,41,19,0,0.0,2018
1,2018-08-12,fc-southampton,fc-burnley,CB,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-burnley,ben-mee,351,762,8901,41,19,0,0.0,2018
1,2018-08-12,fc-southampton,fc-burnley,CB,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-southampton,jannik-vestergaard,351,2153,14088,41,19,0,0.0,2018
1,2018-08-12,fc-southampton,fc-burnley,CB,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-burnley,james-tarkowski,351,2492,14478,41,19,0,0.0,2018
1,2018-08-12,fc-southampton,fc-burnley,CM,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-burnley,ashley-westwood,351,2496,14601,41,19,0,0.0,2018
1,2018-08-12,fc-southampton,fc-burnley,LW,0,0,0,2,1,0,87,87,,europa,GB1,GB1,fc-burnley,johann-berg-gudmundsson,351,2497,14642,41,19,0,0.0,2018
1,2018-08-12,fc-southampton,fc-burnley,LB,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-burnley,stephen-ward,351,3617,15265,41,19,0,0.0,2018
18,2018-12-22,fc-arsenal,fc-burnley,RB,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-arsenal,ainsley-maitland-niles,367,246,3831,42,19,3,1.0,2018
18,2018-12-22,fc-arsenal,fc-burnley,GK,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-arsenal,bernd-leno,367,247,3862,42,19,3,1.0,2018
18,2018-12-22,fc-arsenal,fc-burnley,DM,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-arsenal,granit-xhaka,367,248,3899,42,19,3,1.0,2018
18,2018-12-22,fc-arsenal,fc-burnley,CM,0,0,0,2,1,59,0,31,,europa,GB1,GB1,fc-arsenal,lucas-torreira,367,249,3939,42,19,3,1.0,2018
18,2018-12-22,fc-arsenal,fc-burnley,LW,1,1,1,2,1,78,0,12,,europa,GB1,GB1,fc-arsenal,alex-iwobi,367,250,3989,42,19,3,1.0,2018
18,2018-12-22,fc-arsenal,fc-burnley,CM,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-arsenal,matteo-guendouzi,367,252,4047,42,19,3,1.0,2018
18,2018-12-22,fc-arsenal,fc-burnley,AM,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-arsenal,mesut-ozil,367,255,4163,42,19,3,1.0,2018
18,2018-12-22,fc-arsenal,fc-burnley,CF,2,2,2,2,1,0,0,90,,europa,GB1,GB1,fc-arsenal,pierre-emerick-aubameyang,367,257,4240,42,19,3,1.0,2018
18,2018-12-22,fc-arsenal,fc-burnley,CB,0,0,0,2,1,0,37,37,,europa,GB1,GB1,fc-arsenal,nacho-monreal,367,258,4290,42,19,3,1.0,2018
18,2018-12-22,fc-arsenal,fc-burnley,DM,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-burnley,jack-cork,367,750,8592,42,19,3,1.0,2018
18,2018-12-22,fc-arsenal,fc-burnley,0,0,0,0,2,1,83,0,7,,europa,GB1,GB1,fc-burnley,matthew-lowton,367,753,8644,42,19,3,1.0,2018
18,2018-12-22,fc-arsenal,fc-burnley,CM,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-burnley,jeff-hendrick,367,754,8674,42,19,3,1.0,2018
18,2018-12-22,fc-arsenal,fc-burnley,LM,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-burnley,charlie-taylor,367,755,8719,42,19,3,1.0,2018
18,2018-12-22,fc-arsenal,fc-burnley,CF,1,1,1,2,1,0,77,77,,europa,GB1,GB1,fc-burnley,ashley-barnes,367,756,8763,42,19,3,1.0,2018
18,2018-12-22,fc-arsenal,fc-burnley,GK,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-burnley,joe-hart,367,757,8802,42,19,3,1.0,2018
18,2018-12-22,fc-arsenal,fc-burnley,CB,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-burnley,kevin-long,367,760,8843,42,19,3,1.0,2018
18,2018-12-22,fc-arsenal,fc-burnley,CF,0,0,0,2,1,0,77,77,,europa,GB1,GB1,fc-burnley,chris-wood,367,761,8871,42,19,3,1.0,2018
18,2018-12-22,fc-arsenal,fc-burnley,CB,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-burnley,ben-mee,367,762,8916,42,19,3,1.0,2018
18,2018-12-22,fc-arsenal,fc-burnley,CF,0,0,0,2,1,0,78,78,,europa,GB1,GB1,fc-arsenal,alexandre-lacazette,367,902,9633,42,19,3,1.0,2018
18,2018-12-22,fc-arsenal,fc-burnley,LB,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-arsenal,sead-kolasinac,367,905,9679,42,19,3,1.0,2018
18,2018-12-22,fc-arsenal,fc-burnley,CM,0,0,0,2,1,0,59,59,,europa,GB1,GB1,fc-arsenal,mohamed-elneny,367,908,9714,42,19,3,1.0,2018
18,2018-12-22,fc-arsenal,fc-burnley,CB,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-arsenal,sokratis,367,910,9734,42,19,3,1.0,2018
18,2018-12-22,fc-arsenal,fc-burnley,RB,0,0,0,2,1,37,0,53,,europa,GB1,GB1,fc-arsenal,stephan-lichtsteiner,367,2338,14310,42,19,3,1.0,2018
18,2018-12-22,fc-arsenal,fc-burnley,CB,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-burnley,james-tarkowski,367,2492,14491,42,19,3,1.0,2018
18,2018-12-22,fc-arsenal,fc-burnley,RM,0,0,0,2,1,0,83,83,,europa,GB1,GB1,fc-burnley,phil-bardsley,367,2494,14555,42,19,3,1.0,2018
18,2018-12-22,fc-arsenal,fc-burnley,CM,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-burnley,ashley-westwood,367,2496,14614,42,19,3,1.0,2018
18,2018-12-22,fc-arsenal,fc-burnley,0,0,0,0,2,1,77,0,13,,europa,GB1,GB1,fc-burnley,matej-vydra,367,3482,15193,42,19,3,1.0,2018
3,2018-08-26,fc-fulham,fc-burnley,CM,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-burnley,jack-cork,353,750,8579,45,19,4,2.0,2018
3,2018-08-26,fc-fulham,fc-burnley,RB,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-burnley,matthew-lowton,353,753,8636,45,19,4,2.0,2018
3,2018-08-26,fc-fulham,fc-burnley,AM,1,1,1,2,1,0,0,90,,europa,GB1,GB1,fc-burnley,jeff-hendrick,353,754,8664,45,19,4,2.0,2018
3,2018-08-26,fc-fulham,fc-burnley,LB,0,0,0,2,1,19,0,71,,europa,GB1,GB1,fc-burnley,charlie-taylor,353,755,8706,45,19,4,2.0,2018
3,2018-08-26,fc-fulham,fc-burnley,SS,0,0,0,2,1,66,0,24,,europa,GB1,GB1,fc-burnley,ashley-barnes,353,756,8751,45,19,4,2.0,2018
3,2018-08-26,fc-fulham,fc-burnley,GK,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-burnley,joe-hart,353,757,8789,45,19,4,2.0,2018
3,2018-08-26,fc-fulham,fc-burnley,RW,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-burnley,aaron-lennon,353,759,8823,45,19,4,2.0,2018
3,2018-08-26,fc-fulham,fc-burnley,CF,0,0,0,2,1,0,66,66,,europa,GB1,GB1,fc-burnley,chris-wood,353,761,8858,45,19,4,2.0,2018
3,2018-08-26,fc-fulham,fc-burnley,CB,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-burnley,ben-mee,353,762,8903,45,19,4,2.0,2018
3,2018-08-26,fc-fulham,fc-burnley,CB,0,0,0,2,1,72,0,18,,europa,GB1,GB1,fc-arsenal,calum-chambers,353,861,9493,45,19,4,2.0,2018
3,2018-08-26,fc-fulham,fc-burnley,CB,1,1,1,2,1,0,0,90,,europa,GB1,GB1,fc-burnley,james-tarkowski,353,2492,14480,45,19,4,2.0,2018
3,2018-08-26,fc-fulham,fc-burnley,DM,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-burnley,ashley-westwood,353,2496,14603,45,19,4,2.0,2018
3,2018-08-26,fc-fulham,fc-burnley,LW,0,0,0,2,1,0,19,19,,europa,GB1,GB1,fc-burnley,johann-berg-gudmundsson,353,2497,14644,45,19,4,2.0,2018
3,2018-08-26,fc-fulham,fc-burnley,LB,0,0,0,2,1,0,66,66,,europa,GB1,GB1,fc-burnley,stephen-ward,353,3617,15267,45,19,4,2.0,2018
3,2018-08-26,fc-fulham,fc-burnley,RB,0,0,0,2,1,0,0,90,,europa,GB1,GB1,manchester-united,timothy-fosu-mensah,353,3754,15296,45,19,4,2.0,2018
26,2019-02-09,brighton-amp-hove-albion,fc-burnley,DM,0,0,0,2,1,0,0,90,,europa,GB1,GB1,fc-burnley,jack-cork,375,750,8598,61,19,1,3.0,2018
